,pfr_id,last_name,first_name,height,weight,dob,college,draft_year,draft_position,combine_forty,combine_bench_reps,combine_broad_jump,combine_shuttle,combine_cone,combine_vertical,gsis_id
8179,St.CJo20,St. Clair,John,78,320,1977-07-15,Virginia,2000.0,94.0,,,,,,,00-0019666
8180,StLoBr00,St. Louis,Brad,75,243,1976-08-19,SW Missouri St.,2000.0,210.0,,,,,,,00-0019681
8181,St.PBr20,St. Pierre,Brian,75,224,1979-11-28,Boston Col.,2003.0,163.0,,,,,,,00-0022101
8182,StaaJe20,Staat,Jeremy,77,300,1976-10-10,Arizona St.,1998.0,41.0,,,,,,,00-0015506
8183,StabBr00,Stablein,Brian,73,193,1970-04-14,Ohio St.,1993.0,210.0,,,,,,,00-0015507
8184,StacDa00,Stachelski,Dave,75,250,1977-03-01,Boise St.,2000.0,141.0,4.78,24.0,115.0,4.14,6.84,38.0,00-0019598
8185,StacCh00,Stackhouse,Charles,74,250,1980-04-11,Mississippi,,,4.93,20.0,111.0,4.53,7.63,29.0,00-0020849
8186,StacZa00,Stacy,Zac,69,216,1991-04-09,Vanderbilt,2013.0,160.0,4.55,27.0,122.0,4.17,6.7,33.0,00-0030536
8187,StafDa00,Stafford,Daimion,72,221,1991-02-18,Nebraska,2013.0,248.0,4.69,21.0,111.0,,7.06,30.5,00-0030491
8188,StafMa00,Stafford,Matthew,75,220,1988-02-07,Georgia,2009.0,1.0,4.81,,107.0,4.47,7.06,30.5,00-0026498
8189,StaiBr20,Stai,Brendan,76,312,1972-03-30,Nebraska,1995.0,91.0,,,,,,,00-0015522
8190,StalDu00,Staley,Duce,71,242,1975-02-27,South Carolina,1997.0,71.0,,,,,,,00-0015523
8191,StalJo20,Staley,Joe,77,295,1984-08-30,Central Michigan,2007.0,28.0,4.79,27.0,,,,,00-0025415
8192,StalTr20,Stallings,Tre,76,317,1983-01-08,Mississippi St.,2006.0,186.0,,,,,,,00-0024400
8193,StalDo00,Stallworth,Donte',72,197,1980-11-10,Tennessee,2002.0,13.0,4.22,,,,,,00-0021147
8194,StalTa00,Stallworth,Taylor,74,305,1995-08-18,South Carolina,,,,,,,,,00-0034325
8195,StamJo20,Stamer,Josh,74,238,1977-10-11,South Dakota,,,,,,,,,00-0020139
8196,StamJo21,Stamper,John,76,265,1978-08-30,South Carolina,2002.0,193.0,4.98,24.0,112.0,4.22,7.35,36.5,00-0021301
8197,StanIs00,Stanback,Isaiah,75,216,1984-08-16,Washington,2007.0,103.0,4.6,22.0,,,,,00-0025490
8198,StanJo00,Standeford,John,76,200,1982-04-15,Purdue,,,4.6,,113.0,4.08,6.9,32.5,00-0022277
8199,StanJu00,Stanford,Julian,73,230,1990-09-02,Wagner,,,,,,,,,00-0029061
8200,StanR.00,Stanford,R.J.,70,180,1988-05-06,Utah,2010.0,223.0,,,,,,,00-0027817
8201,StanCh20,Stanley,Chad,75,205,1976-01-29,S.F. Austin,,,,,,,,,00-0015550
8202,StanDe00,Stanley,Derek,72,173,1985-08-27,Wisconsin–Whitewater,2007.0,249.0,,,,,,,00-0025636
8203,StanMa20,Stanley,Matt,75,245,1979-04-27,UCLA,,,,,,,,,00-0020644
8204,StanMo20,Stanley,Montavious,74,302,1981-10-10,Louisville,2006.0,182.0,5.12,,106.0,4.6,8.06,29.0,00-0024396
8205,StanRo20,Stanley,Ronald,72,234,1983-03-06,Michigan St.,,,,,,,,,00-0023000
8206,StanRo00,Stanley,Ronnie,78,315,1994-03-18,Notre Dame,2016.0,6.0,5.2,,,4.9,8.03,28.5,00-0032965
8207,StanEd20,Stansbury,Ed,72,257,1979-05-03,UCLA,,,,,,,,,00-0020903
8208,StanDr00,Stanton,Drew,75,226,1984-05-07,Michigan St.,2007.0,43.0,4.75,,108.0,4.41,6.77,30.5,00-0025430
8209,StanJo01,Stanton,Jordan,76,263,1991-04-11,James Madison,,,,,,,,,00-0030913
8210,StanRi00,Stanzi,Ricky,76,223,1987-09-03,Iowa,2011.0,135.0,4.87,,110.0,4.43,6.95,32.5,00-0028073
8211,StapJu00,Staples,Justin,76,245,1989-12-10,Illinois,,,,,,,,,00-0029844
8212,StapDa20,Stapleton,Darnell,75,285,1985-09-21,Rutgers,,,,,,,,,00-0024775
8213,StarJa20,Starkey,Jason,76,290,1977-07-15,Marshall,,,,,,,,,00-0019518
8214,StarDu20,Starks,Duane,70,172,1974-05-23,Miami (FL),1998.0,10.0,,,,,,,00-0015577
8215,StarJa00,Starks,James,73,203,1986-02-25,Buffalo,2010.0,193.0,4.5,15.0,119.0,4.23,6.89,36.0,00-0027791
8216,StarMa21,Starks,Max,80,345,1982-01-10,Florida,2004.0,75.0,5.56,21.0,98.0,4.65,7.88,27.5,00-0022785
8217,StarRa20,Starks,Randy,76,305,1983-12-14,Maryland,2004.0,71.0,5.08,27.0,102.0,,,29.5,00-0022805
8218,StarSc20,Starks,Scott,69,178,1983-06-27,Wisconsin,2005.0,87.0,4.37,13.0,137.0,3.9,6.99,43.0,00-0023522
8219,StarJa01,Starling,Jawanza,73,202,1991-06-21,USC,,,4.64,17.0,122.0,4.34,6.68,36.0,00-0030245
8220,StarKe21,Starling,Kendrick,72,193,1979-12-27,San Jose St.,,,4.49,,119.0,3.87,6.88,31.5,00-0022603
8221,StarTy00,Starr,Tyler,76,250,1991-01-25,South Dakota,2014.0,255.0,4.95,24.0,116.0,4.15,6.64,32.0,00-0031196
8222,StatJi00,Staten,Jimmy,76,304,1991-05-04,Middle Tenn. St.,2014.0,172.0,,,,,,,00-0031184
8223,StecAa00,Stecker,Aaron,70,213,1975-11-13,Wisconsin,,,,,,,,,00-0015601
8224,SteeJo00,Steed,Joel,74,300,1969-02-17,Colorado,1992.0,67.0,,,,,,,00-0015603
8225,SteeRy00,Steed,Ryan,71,185,1990-07-21,Furman,,,4.64,12.0,121.0,4.22,6.94,34.0,00-0029046
8226,SteeBe00,Steele,Ben,77,250,1978-05-27,Fort Lewis,,,,,,,,,00-0019907
8227,SteeGl20,Steele,Glen,76,300,1974-10-04,Michigan,1998.0,105.0,,,,,,,00-0015607
8228,SteeMa20,Steele,Markus,75,240,1979-07-24,USC,2001.0,122.0,4.62,,119.0,4.5,7.15,33.0,00-0020408
8229,SteeAn00,Steen,Anthony,75,314,1990-05-09,Alabama,,,5.33,,,,,,00-0030887
8230,SteeRo00,Steeples,Robert,73,194,1989-11-27,Memphis,,,,,,,,,00-0029767
8231,SteiEr20,Steinbach,Eric,78,295,1980-04-04,Iowa,2003.0,33.0,4.96,,119.0,4.42,7.36,36.0,00-0022122
8232,StelCr99,Steltz,Craig,73,211,1986-05-07,LSU,2008.0,120.0,4.63,,,,,,00-0026260
8233,StemKe20,Stemke,Kevin,74,194,1978-11-23,Wisconsin,,,,,,,,,00-0019855
8234,StenSt00,Stenstrom,Steve,74,206,1971-12-23,Stanford,1995.0,134.0,,,,,,,00-0015627
8235,StepAl20,Stepanovich,Alex,75,301,1981-09-25,Ohio St.,2004.0,100.0,5.29,,96.0,4.44,7.64,25.5,00-0022788
8236,StepSh00,Stephen,Shamar,77,309,1991-02-25,Connecticut,2014.0,220.0,5.25,25.0,103.0,,,30.5,00-0031242
8237,StepEm00,Stephens,Emmanuel,75,255,1987-02-17,Mississippi,,,,,,,,,00-0027204
8238,StepJa20,Stephens,Jamain,78,336,1974-01-09,North Carolina A&T,1996.0,29.0,,,,,,,00-0015640
8239,StepLe00,Stephens,Leonard,75,249,1978-07-09,Howard,,,,,,,,,00-0019035
8240,StepLi00,Stephens,Linden,72,193,1995-03-21,,,,,,,,,,00-0034130
8241,StepNi00,Stephens,Nick,75,235,1987-05-19,Tarleton St.,,,,,,,,,00-0029133
8242,StepRe21,Stephens,Reggie,69,200,1975-02-21,Rutgers,,,,,,,,,00-0015648
8243,StepRe22,Stephens,Reggie,75,320,1987-08-28,,2010.0,228.0,,,,,,,00-0027820
8244,StepTr01,Stephens,Travis,68,194,1978-06-26,Tennessee,2002.0,119.0,4.6,15.0,121.0,,,32.0,00-0021386
8245,StepTr00,Stephens,Tremayne,71,206,1976-04-16,North Carolina St.,,,,,,,,,00-0015655
8246,StepLa00,Stephens-Howling,LaRod,67,180,1987-04-26,Pittsburgh,2009.0,240.0,,,,,,,00-0026956
8247,StepDo00,Stephenson,Donald,77,312,1988-09-30,Oklahoma,2012.0,74.0,4.94,19.0,114.0,4.78,7.52,35.5,00-0029543
8248,StepMa00,Stepnoski,Mark,74,269,1967-01-20,Pittsburgh,1989.0,57.0,,,,,,,00-0015663
8249,StepSy20,Steptoe,Syndric,68,190,1984-12-06,Arizona,2007.0,234.0,4.59,17.0,,,,33.0,00-0025621
8250,SterNe00,Sterling,Neal,76,257,1992-01-14,Monmouth,2015.0,220.0,,,,,,,00-0032120
8251,SterJa00,Sternberger,Jace,76,251,1996-06-26,Texas A&M,2019.0,75.0,4.75,17.0,113.0,4.31,7.19,31.5,00-0035671
8252,SterZa00,Sterup,Zach,81,323,1992-05-14,Nebraska,,,,,,,,,00-0032921
8253,SteuTo00,Steussie,Todd,78,308,1970-12-01,California,1994.0,19.0,,,,,,,00-0015668
8254,StevCr00,Stevens,Craig,75,255,1984-09-01,California,2008.0,85.0,4.59,27.0,114.0,4.31,7.07,27.5,00-0026225
8255,StevJe00,Stevens,Jerramy,79,260,1979-11-13,Washington,2002.0,28.0,4.77,,,,,,00-0021159
8256,StevLa20,Stevens,Larry,74,241,1982-01-22,Michigan,,,4.86,,,,,,00-0022242
8257,StevMa22,Stevens,Matt,72,205,1973-06-14,Appalachian St.,1996.0,87.0,,,,,,,00-0015674
8258,StevTe00,Stevens,Tevita,75,300,1987-07-04,Utah,,,,,,,,,00-0029849
8259,StevDo21,Stevenson,Dominique,72,235,1977-12-28,Tennessee,2002.0,260.0,4.53,23.0,110.0,,,32.5,00-0021359
8260,StewTo01,Steward,Tony,72,235,1992-09-19,Clemson,2015.0,188.0,,,,,,,00-0032189
8261,StewAr00,Stewart,ArDarius,72,205,1993-12-08,Alabama,2017.0,79.0,4.49,,124.0,,,34.0,00-0033916
8262,StewDa20,Stewart,Daleroy,76,327,1978-11-01,Southern Miss,2001.0,171.0,4.9,,110.0,4.72,7.75,33.0,00-0020538
8263,StewDa00,Stewart,Darian,71,214,1988-08-04,South Carolina,,,4.53,12.0,122.0,4.32,,37.0,00-0027256
8264,StewDa21,Stewart,David,79,313,1982-08-28,Mississippi St.,2005.0,113.0,5.25,24.0,,,,,00-0023548
8265,StewGr00,Stewart,Grover,76,315,1993-10-20,Albany State (GA),2017.0,144.0,,,,,,,00-0033952
8266,StewJa00,Stewart,James,73,224,1971-12-27,Tennessee,1995.0,19.0,,,,,,,00-0015698
8267,StewJa21,Stewart,Jason,73,285,1980-11-14,Fresno St.,,,,,,,,,00-0021786
8268,StewJe00,Stewart,Jeremy,73,230,1989-02-19,Stanford,,,,,,,,,00-0029441
8269,StewJo00,Stewart,Jonathan,70,240,1987-03-21,Oregon,2008.0,13.0,4.46,28.0,128.0,,,36.5,00-0026153
8270,StewJo04,Stewart,Josh,70,185,1992-10-22,Oklahoma St.,,,4.69,11.0,117.0,4.33,7.1,35.0,00-0030796
8271,StewKo00,Stewart,Kordell,73,218,1972-10-16,Colorado,1995.0,60.0,,,,,,,00-0015700
8272,StewM.00,Stewart,M.J.,71,200,1995-09-16,North Carolina,2018.0,53.0,4.54,18.0,118.0,4.28,6.9,35.0,00-0034355
8273,StewMa21,Stewart,Matt,75,236,1979-08-31,Vanderbilt,2001.0,102.0,,,,,,,00-0020278
8274,StewQu20,Stewart,Quincy,73,234,1978-03-27,Louisiana Tech,,,,,,,,,00-0019789
8275,StewRa21,Stewart,Rayna,70,198,1973-06-18,Northern Arizona,1996.0,143.0,,,,,,,00-0015705
8276,StewRy20,Stewart,Ryan,73,207,1973-09-30,Georgia Tech,1996.0,76.0,,,,,,,00-0015711
8277,StewTo00,Stewart,Tony,77,260,1979-08-09,Penn St.,2001.0,147.0,4.96,,109.0,4.4,7.3,35.5,00-0020268
8278,SticCl20,Stickdorn,Clint,78,327,1982-04-30,Cincinnati,,,,,,,,,00-0023378
8279,StidJa00,Stidham,Jarrett,75,215,1996-08-08,Auburn,2019.0,133.0,4.81,,110.0,4.33,7.28,31.0,00-0035264
8280,StilBr00,Still,Bryan,71,174,1974-06-03,Virginia Tech,1996.0,41.0,,,,,,,00-0015723
8281,StilDe00,Still,Devon,77,305,1989-07-11,Penn St.,2012.0,53.0,5.01,26.0,,,,29.5,00-0029258
8282,StilGa00,Stills,Gary,74,250,1974-07-11,West Virginia,1999.0,75.0,,,,,,,00-0015725
8283,StilKe00,Stills,Kenny,73,202,1992-04-22,Oklahoma,2013.0,144.0,4.38,16.0,124.0,4.35,,33.5,00-0030085
8284,StinJo20,Stinchcomb,Jon,77,315,1979-08-27,Georgia,2003.0,37.0,4.99,32.0,115.0,4.62,7.83,35.0,00-0022078
8285,StinMa20,Stinchcomb,Matt,78,315,1977-06-03,Georgia,1999.0,18.0,,,,,,,00-0015728
8286,StinBy00,Stingily,Byron,77,313,1988-09-09,Louisville,2011.0,175.0,,,,,,,00-0028113
8287,StinAa00,Stinnie,Aaron,75,312,1994-02-18,James Madison,,,,,,,,,00-0034668
8288,StinEd00,Stinson,Ed,76,287,1990-02-15,Alabama,2014.0,160.0,4.98,,,,,,00-0031265
8289,StitSh00,Stith,Shyrone,68,206,1978-04-02,Virginia Tech,2000.0,243.0,4.6,13.0,111.0,4.14,7.14,35.0,00-0018971
8290,StitCl00,Stitser,Clint,73,200,1985-05-19,Fresno St.,,,,,,,,,00-0027191
8291,StocLu00,Stocker,Luke,77,253,1988-07-17,Tennessee,2011.0,104.0,4.68,27.0,115.0,4.4,7.03,33.0,00-0028042
8292,StoeCl00,Stoerner,Clint,74,210,1977-12-29,Arkansas,,,,,,,,,00-0019442
8293,StokBa20,Stokes,Barry,76,310,1973-12-20,East. Michigan,,,,,,,,,00-0015744
8294,StokJ.00,Stokes,J.J.,76,218,1972-10-06,UCLA,1995.0,10.0,,,,,,,00-0015751
8295,StokBr00,Stokley,Brandon,72,194,1976-06-23,Louisiana,1999.0,105.0,,,,,,,00-0015754
8296,StolBr20,Stoltenberg,Bryan,73,300,1972-08-25,Colorado,1996.0,192.0,,,,,,,00-0015755
8297,StonDa99,Stone,Daren,75,211,1985-08-21,Maine,2007.0,203.0,4.58,13.0,132.0,4.44,7.13,39.0,00-0025590
8298,StonDw00,Stone,Dwight,72,191,1964-01-28,Middle Tenn. St.,,,,,,,,,00-0015759
8299,StonJa02,Stone,James,75,290,1992-04-26,Tennessee,,,5.17,22.0,105.0,4.63,8.16,27.5,00-0030750
8300,StonJo00,Stone,John,71,180,1979-07-07,Wake Forest,,,,,,,,,00-0020770
8301,StonMi20,Stone,Michael,72,201,1978-02-13,Central State (OH),2001.0,54.0,4.51,17.0,127.0,,,41.0,00-0020383
8302,StonRo00,Stone,Ron,77,325,1971-07-20,Boston Col.,1993.0,96.0,,,,,,,00-0015761
8303,StonJa01,Stoneburner,Jake,75,249,1989-08-25,Ohio St.,,,4.65,18.0,116.0,4.27,7.12,34.5,00-0030272
8304,StorBy00,Storer,Byron,73,219,1984-05-01,California,,,,,,,,,00-0024625
8305,StorBr00,Stork,Bryan,76,315,1990-11-15,Florida St.,2014.0,105.0,5.44,,,,,,00-0031174
8306,StorEr20,Storz,Erik,74,234,1975-06-24,Boston Col.,,,,,,,,,00-0015776
8307,StouOm20,Stoutmire,Omar,71,205,1974-07-09,Fresno St.,1997.0,224.0,,,,,,,00-0015781
8308,StovMa00,Stovall,Maurice,77,220,1985-02-21,Notre Dame,2006.0,90.0,4.57,,122.0,4.14,6.81,35.0,00-0024305
8309,StraMi02,Strahan,Michael,77,255,1971-11-21,Texas Southern,1993.0,40.0,,,,,,,00-0015795
8310,StraDe20,Strait,Derrick,71,189,1980-08-27,Oklahoma,2004.0,76.0,4.52,,,,,,00-0022852
8311,StreRo00,Streater,Rod,74,195,1988-02-09,Temple,,,,,,,,,00-0029129
8312,StreDe00,Street,Devin,75,200,1991-03-30,Pittsburgh,2014.0,146.0,4.55,,124.0,4.01,6.89,37.0,00-0031310
8313,StreKe00,Street,Kentavius,74,287,1997-03-29,North Carolina St.,2018.0,128.0,4.87,28.0,,,,,
8314,StreTo00,Streeter,Tommy,77,219,1989-10-07,Miami (FL),2012.0,198.0,4.37,17.0,125.0,,7.08,33.0,00-0029300
8315,StreTa00,Streets,Tai,75,207,1977-04-20,Michigan,1999.0,171.0,,,,,,,00-0015811
8316,StriDo20,Strickland,Donald,70,185,1980-11-24,Colorado,2003.0,90.0,4.53,16.0,121.0,4.04,6.98,35.5,00-0022158
8317,StriFr20,Strickland,Fred,74,246,1966-08-15,Purdue,1988.0,47.0,,,,,,,00-0015817
8318,StriZa20,Strief,Zach,79,320,1983-09-22,Northwestern,2006.0,210.0,5.38,19.0,94.0,4.83,8.01,21.0,00-0024424
8319,StriKo00,Stringer,Korey,76,350,1974-05-08,Ohio St.,1995.0,24.0,,,,,,,00-0015822
8320,StroGr00,Stroman,Greg,72,182,1996-03-08,Virginia Tech,2018.0,241.0,4.48,16.0,113.0,4.45,,33.5,00-0034337
8321,StroDa20,Strong,Darrell,77,265,1986-05-21,Pittsburgh,,,4.78,17.0,110.0,4.36,6.86,25.0,00-0025843
8322,StroFr21,Strong,Frank,73,232,1980-01-14,USC,,,,,,,,,00-0020642
8323,StroJa01,Strong,Jaelen,74,220,1994-01-25,Arizona St.,2015.0,70.0,4.44,,123.0,,,42.0,00-0031560
8324,StroKe00,Strong,Kevin,76,285,1996-08-05,Texas-San Antonio,,,,,,,,,00-0035334
8325,StroMa00,Strong,Mack,72,245,1971-09-11,Georgia,,,,,,,,,00-0015830
8326,StroBi20,Strother,Billy,72,230,1982-01-08,New Mexico,,,4.68,,112.0,4.15,7.41,33.0,00-0022261
8327,StroMa01,Stroud,Marcus,78,310,1978-06-25,Georgia,2001.0,13.0,5.13,21.0,110.0,4.72,8.07,30.0,00-0020492
8328,StroSa00,Stroughter,Sammie,69,182,1986-01-03,Oregon St.,2009.0,233.0,4.45,13.0,110.0,4.28,7.03,30.0,00-0026953
8329,StryDa20,Stryzinski,Dan,72,237,1965-05-15,Indiana,,,,,,,,,00-0015842
8330,StubDa00,Stubblefield,Dana,74,300,1970-11-14,Kansas,1993.0,26.0,,,,,,,00-0015847
8331,StucCh20,Stuckey,Chansi,70,182,1983-10-04,Clemson,2007.0,235.0,4.56,,120.0,4.14,6.91,35.0,00-0025622
8332,StucDa20,Stuckey,Darrell,71,212,1987-06-16,Kansas,2010.0,110.0,4.46,17.0,120.0,,,39.5,00-0027710
8333,StudKa20,Studdard,Kasey,72,299,1984-07-01,Texas,2007.0,183.0,5.18,32.0,,,,,00-0025570
8334,StudAn99,Studebaker,Andy,75,251,1985-09-16,Wheaton,2008.0,203.0,,,,,,,00-0026343
8335,StupJo00,Stupar,Jonathan,75,250,1984-07-27,Virginia,,,,,,,,,00-0025864
8336,StupNa01,Stupar,Nathan,74,240,1988-03-14,Penn St.,2012.0,230.0,4.65,21.0,116.0,4.28,6.84,31.0,00-0029629
8337,SturQu00,Sturdivant,Quan,73,241,1988-12-05,North Carolina,2011.0,171.0,4.75,21.0,115.0,4.5,,34.0,00-0028109
8338,SturCa00,Sturgis,Caleb,69,192,1989-08-09,Florida,2013.0,166.0,4.77,,,,,,00-0030390
8339,StutBo00,Stutz,Boone,78,256,1982-11-04,Texas A&M,,,5.06,,,,,,00-0023965
8340,StuvRu20,Stuvaints,Russell,72,210,1980-08-28,Youngstown St.,,,,,,,,,00-0021737
8341,StylLo20,Styles,Lorenzo,73,245,1974-01-31,Ohio St.,1995.0,77.0,,,,,,,00-0015870
8342,SuccRy44,Succop,Ryan,74,218,1986-09-19,South Carolina,2009.0,256.0,,,,,,,00-0026968
8343,SudfNa00,Sudfeld,Nate,78,227,1993-10-07,Indiana,2016.0,187.0,5.02,,105.0,,,29.0,00-0032792
8344,SudfZa00,Sudfeld,Zach,79,253,1989-04-18,Nevada,,,,,,,,,00-0029999
8345,SuggLe00,Suggs,Lee,72,210,1980-08-11,Virginia Tech,2003.0,115.0,4.44,,,,,,00-0022180
8346,SuggTe99,Suggs,Terrell,75,265,1982-10-11,Arizona St.,2003.0,10.0,4.84,,,,,,00-0022161
8347,SulfAl20,Sulfsted,Alex,75,320,1977-12-21,Miami (OH),2001.0,176.0,5.3,,96.0,,,30.5,00-0020453
8348,SullJo00,Sullen,Jordan,72,200,1990-06-25,Tulane,,,,,,,,,00-0030676
8349,SullCh00,Sullivan,Chandon,71,189,1996-08-07,Georgia St.,,,4.6,15.0,134.0,4.36,,40.5,00-0034468
8350,SullCh20,Sullivan,Chris,76,279,1973-03-14,Boston Col.,1996.0,119.0,,,,,,,00-0015885
8351,SullJo24,Sullivan,John,76,312,1985-08-08,Notre Dame,2008.0,187.0,5.35,21.0,103.0,4.55,7.62,30.0,00-0026327
8352,SullJo23,Sullivan,Johnathan,75,315,1981-01-21,Georgia,2003.0,6.0,5.1,,,,,,00-0022160
8353,SullMa20,Sullivan,Marques,77,325,1978-02-02,Illinois,2001.0,144.0,5.32,28.0,98.0,4.8,8.36,30.5,00-0020318
8354,SullTr01,Sullivan,Tre,72,200,1994-12-21,Shepherd,,,,,,,,,00-0033731
8355,SummCh00,Summers,Chris,77,213,1989-07-10,Liberty,,,,,,,,,00-0029339
8356,SummFr00,Summers,Frank,70,240,1985-09-06,UNLV,2009.0,169.0,,,,,,,00-0026926
8357,SummTy00,Summers,Ty,73,241,1995-12-31,TCU,2019.0,226.0,4.51,27.0,123.0,,,36.0,00-0034999
8358,SundNi00,Sundberg,Nick,73,254,1987-07-29,California,,,,,,,,,00-0026714
8359,SunsVi00,Sunseri,Vinnie,71,210,1991-10-25,Alabama,2014.0,167.0,,18.0,,,,,
8360,SupeKy20,Supernaw,Kywin,73,206,1975-06-02,NE Oklahoma A&M,,,,,,,,,00-0015914
8361,SupePh00,Supernaw,Phillip,77,255,1990-01-30,Ouachita Baptist,,,,,,,,,00-0028987
8362,SurtPa00,Surtain,Patrick,71,192,1976-06-19,Southern Miss,1998.0,44.0,,,,,,,00-0015915
8363,SuthKe00,Sutherland,Keaton,77,315,1997-02-12,Texas A&M,,,,,,,,,00-0035400
8364,SuthVi00,Sutherland,Vinny,68,188,1978-04-22,Purdue,2001.0,136.0,4.48,,,,,,00-0020273
8365,SuttJa20,Suttle,Jason,70,182,1974-12-02,Wisconsin,,,,,,,,,00-0015920
8366,SuttCa00,Sutton,Cameron,71,188,1995-02-27,Tennessee,2017.0,94.0,4.52,11.0,120.0,,6.81,34.0,00-0033930
8367,SuttCh00,Sutton,Chaz,76,263,1989-09-07,South Carolina,,,,,,,,,00-0030841
8368,SuttCo00,Sutton,Courtland,76,216,1995-10-10,SMU,2018.0,40.0,4.54,18.0,124.0,4.11,6.57,35.5,00-0034348
8369,SuttTy00,Sutton,Tyrell,69,190,1986-12-19,Northwestern,,,4.64,,114.0,4.32,6.94,33.0,00-0026790
8370,SuttWi00,Sutton,Will,73,290,1991-10-03,Arizona St.,2014.0,82.0,5.36,24.0,99.0,4.82,7.93,28.5,00-0031048
8371,SvitWi20,Svitek,Will,78,305,1982-01-08,Stanford,2005.0,187.0,,,,,,,00-0023620
8372,SwaiGe00,Swaim,Geoff,76,260,1993-09-16,Texas,2015.0,246.0,,,,,,,00-0032141
8373,SwaiBr00,Swain,Brett,73,200,1985-06-21,San Diego St.,2008.0,217.0,,,,,,,00-0026357
8374,SwanBi20,Swancutt,Bill,76,259,1982-09-04,Oregon St.,2005.0,184.0,5.0,23.0,113.0,4.24,7.35,34.0,00-0023617
8375,SwanDa02,Swann,Damian,72,180,1992-12-05,Georgia,2015.0,167.0,4.5,,118.0,,,33.0,00-0031949
8376,SwanEr00,Swann,Eric,77,307,1970-08-16,Wake Technical CC,1991.0,6.0,,,,,,,00-0015947
8377,SwanDa01,Swanson,Daxton,71,185,1991-03-21,Sam Houston St.,,,,,,,,,00-0029829
8378,SwanPe20,Swanson,Pete,77,315,1974-03-26,Stanford,,,,,,,,,00-0015952
8379,SwanTr00,Swanson,Travis,77,304,1991-01-30,Arkansas,2014.0,76.0,5.28,20.0,95.0,4.65,7.73,26.0,00-0031284
8380,SwaySh20,Swayda,Shawn,77,290,1974-09-04,Arizona St.,1997.0,196.0,,,,,,,00-0015957
8381,SwayHa20,Swayne,Harry,77,290,1965-02-02,Rutgers,1987.0,190.0,,,,,,,00-0015958
8382,SwayKe00,Swayne,Kevin,73,191,1975-01-17,Wayne State (NE),,,,,,,,,00-0015959
8383,SweaDJ00,Swearinger,D.J.,70,205,1991-09-01,South Carolina,2013.0,57.0,4.67,17.0,124.0,4.11,6.7,37.0,00-0030566
8384,SweaJo00,Sweat,Josh,77,251,1997-03-29,Florida St.,2018.0,130.0,4.53,,124.0,4.28,,39.5,00-0034381
8385,SweaMo00,Sweat,Montez,78,262,1996-09-04,Mississippi St.,2019.0,26.0,4.41,21.0,125.0,4.29,7.0,36.0,00-0035647
8386,SweeLi00,Sweed,Limas,77,220,1984-12-25,Texas,2008.0,53.0,4.48,,,,,35.0,00-0026193
8387,SweeJi20,Sweeney,Jim,76,297,1962-08-08,Pittsburgh,1984.0,37.0,,,,,,,00-0015962
8388,SweeTo00,Sweeney,Tommy,77,251,1995-07-01,Boston Col.,2019.0,228.0,4.83,17.0,,,,,00-0035308
8389,SweeRo01,Sweeting,Rod,72,184,1990-09-28,Georgia Tech,,,4.42,11.0,124.0,,,37.0,00-0030224
8390,SweeJ.00,Sweezy,J.R.,77,310,1989-04-08,North Carolina St.,2012.0,225.0,4.97,21.0,113.0,4.41,7.4,36.0,00-0029146
8391,SwifJu00,Swift,Justin,75,265,1975-08-14,Kansas St.,1999.0,238.0,,,,,,,00-0015970
8392,SwifMi20,Swift,Michael,70,165,1974-02-28,Austin Peay St.,,,,,,,,,00-0015971
8393,SwinEr20,Swiney,Erwin,72,192,1978-10-08,Nebraska,,,,,,,,,00-0020959
8394,SwinRa20,Swinger,Rashod,74,286,1974-11-27,Rutgers,,,,,,,,,00-0015976
8395,SwinRe00,Swinton,Reggie,72,186,1975-07-24,Murray St.,,,,,,,,,00-0015980
8396,SwitRy00,Switzer,Ryan,68,185,1994-11-04,North Carolina,2017.0,133.0,4.51,11.0,116.0,4.0,6.77,32.0,00-0033562
8397,SwooEr00,Swoope,Erik,76,255,1992-05-08,Miami (FL),,,,,,,,,00-0030854
8398,SwooTy00,Swoopes,Tyrone,76,254,1994-11-14,Texas,,,,,,,,,00-0033742
8399,SworSa20,Sword,Sam,73,245,1974-12-04,Michigan,,,,,,,,,00-0015986
8400,SykeJa20,Sykes,Jashon,74,236,1979-09-25,Colorado,,,4.68,23.0,116.0,4.34,7.25,34.5,00-0021011
8401,SykeJo20,Sykes,Joe,74,266,1982-10-22,West Virginia,,,,,,,,,00-0024131
8402,SylvRu00,Sylvan,Rudy,76,272,1984-12-23,Ohio,,,,,,,,,00-0024605
8403,SylvSt99,Sylvester,Stevenson,74,225,1988-07-18,Utah,2010.0,166.0,4.71,23.0,,,,,00-0027765
8404,SymoJo20,Symonette,Josh,70,180,1978-05-08,Tennessee Tech,,,,,,,,,00-0019018
8405,SypnQu00,Sypniewski,Quinn,78,270,1982-04-14,Colorado,2006.0,166.0,4.77,20.0,114.0,4.52,7.09,32.5,00-0024380
8406,SyvrJ.20,Syvrud,J.J.,75,265,1977-05-10,Jamestown,1999.0,235.0,,,,,,,00-0015999
8407,SzalTh20,Szalay,Thatcher,76,303,1979-01-18,Montana,,,,,,,,,00-0020626
8408,SzczAn00,Szczerba,Andrew,78,256,1988-07-16,Penn St.,,,,,,,,,00-0029015
